,municipio,delito,trend
811,Juanacatlán,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Con violencia,-0.16666666666666663
812,Zapotlanejo,Fraude,-0.16775492922080015
813,Guadalajara,Robo_Robo a transeúnte en vía pública,-0.16837249955412137
814,Ixtlahuacán de los Membrillos,Lesiones_Lesiones dolosas,-0.16912234079401123
815,Tonalá,Homicidio_Homicidio doloso,-0.16999749253569574
816,Juanacatlán,Fraude,-0.1710266467126711
817,Tlajomulco de Zúñiga,Contra el medio ambiente,-0.17612947735209705
818,Tlajomulco de Zúñiga,Contra el medio ambiente_Contra el medio ambiente,-0.17612947735209705
819,Tonalá,Robo_Robo a transeúnte en vía pública_Con violencia,-0.1769436997319035
820,Tonalá,Despojo_Despojo_Despojo,-0.18000000000000005
821,Zapopan,Robo_Robo en transporte público individual_Con violencia,-0.18181818181818177
822,Tlajomulco de Zúñiga,Robo_Robo a transportista_Con violencia,-0.18181818181818177
823,San Pedro Tlaquepaque,Abuso de confianza_Abuso de confianza,-0.18333333333333335
824,San Pedro Tlaquepaque,Abuso de confianza_Abuso de confianza_Abuso de confianza,-0.18333333333333335
825,Zapotlanejo,Fraude_Fraude,-0.18604651162790697
826,Zapotlanejo,Fraude_Fraude_Fraude,-0.18604651162790697
827,Guadalajara,Robo_Robo de vehículo automotor_Robo de motocicleta Con violencia,-0.18614718614718617
828,Tlajomulco de Zúñiga,Extorsión_Extorsión,-0.18644067796610164
829,Tlajomulco de Zúñiga,Extorsión_Extorsión_Extorsión,-0.18644067796610164
830,Tonalá,Despojo_Despojo,-0.18707241109784878
831,Tonalá,Despojo,-0.18707241109784878
832,Zapopan,Extorsión_Extorsión_Extorsión,-0.19130434782608696
833,Zapopan,Extorsión_Extorsión,-0.19130434782608696
834,El Salto,Delitos cometidos por servidores públicos,-0.1919261435445223
835,El Salto,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-0.1919261435445223
836,Juanacatlán,Robo_Robo a transeúnte en vía pública,-0.19340819505484785
837,El Salto,Robo_Robo a casa habitación_Sin violencia,-0.1937984496124031
838,San Pedro Tlaquepaque,Abuso de confianza,-0.19381666985563695
839,Zapotlanejo,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Con violencia,-0.196078431372549
840,Tlajomulco de Zúñiga,Robo_Robo en transporte público colectivo_Con violencia,-0.19999999999999996
841,Guadalajara,Feminicidio_Feminicidio_Con arma blanca,-0.19999999999999996
842,Tlajomulco de Zúñiga,Feminicidio_Feminicidio_Con otro elemento,-0.19999999999999996
843,Guadalajara,Homicidio_Homicidio doloso_Con arma de fuego,-0.2007575757575758
844,San Pedro Tlaquepaque,Robo_Robo a negocio_Con violencia,-0.20225872689938396
845,El Salto,Robo_Robo en transporte público colectivo,-0.20250308216959967
846,Tonalá,Feminicidio_Feminicidio,-0.20407772825375414
847,Tonalá,Feminicidio,-0.20407772825375414
848,Zapopan,Extorsión,-0.20889648419747486
849,Tlajomulco de Zúñiga,Extorsión,-0.2112357926938947
850,Zapopan,Acoso sexual_Acoso sexual_Acoso sexual,-0.21276595744680848
851,Tlajomulco de Zúñiga,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Sin violencia,-0.2142857142857143
852,El Salto,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Sin violencia,-0.2142857142857143
853,Acatlán de Juárez,Robo_Otros robos,-0.21563439603186496
854,El Salto,Robo_Robo a transeúnte en vía pública_Con violencia,-0.2168674698795181
855,El Salto,Narcomenudeo_Narcomenudeo_Narcomenudeo,-0.21818181818181814
856,Ixtlahuacán de los Membrillos,Violencia familiar_Violencia familiar_Violencia familiar,-0.22093023255813948
857,El Salto,Robo_Robo a transeúnte en vía pública,-0.22216025563188968
858,San Pedro Tlaquepaque,Robo_Robo a transportista_Sin violencia,-0.2222222222222222
859,Ixtlahuacán de los Membrillos,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Sin violencia,-0.2222222222222222
860,Zapotlanejo,Homicidio_Homicidio doloso,-0.22739317008187399
861,Zapopan,Acoso sexual,-0.2287377692019832
862,Zapopan,Acoso sexual_Acoso sexual,-0.2287377692019832
863,El Salto,Robo_Robo a casa habitación,-0.2306849481458253
864,Tonalá,Allanamiento de morada_Allanamiento de morada_Allanamiento de morada,-0.23076923076923073
865,Ixtlahuacán de los Membrillos,Robo_Robo a casa habitación_Sin violencia,-0.23529411764705888
866,Tlajomulco de Zúñiga,Otros delitos contra la familia_Otros delitos contra la familia_Otros delitos contra la familia,-0.23611111111111116
867,Tonalá,Allanamiento de morada,-0.23794949246747166
868,Tonalá,Allanamiento de morada_Allanamiento de morada,-0.23794949246747166
869,Ixtlahuacán de los Membrillos,Violencia familiar,-0.23829218162664756
870,Ixtlahuacán de los Membrillos,Violencia familiar_Violencia familiar,-0.23829218162664756
871,El Salto,Robo_Robo a negocio_Sin violencia,-0.24390243902439024
872,Juanacatlán,Despojo_Despojo_Despojo,-0.25
873,Tlajomulco de Zúñiga,Robo_Robo en transporte público individual_Sin violencia,-0.25
874,Acatlán de Juárez,Otros delitos del Fuero Común_Otros delitos del Fuero Común_Otros delitos del Fuero Común,-0.25
875,Guadalajara,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Sin violencia,-0.25
876,Acatlán de Juárez,Otros delitos del Fuero Común_Otros delitos del Fuero Común,-0.25
877,Zapopan,Lesiones_Lesiones dolosas_Con arma de fuego,-0.2547169811320755
878,Ixtlahuacán de los Membrillos,Lesiones_Lesiones dolosas_Con otro elemento,-0.2558139534883721
879,Tlajomulco de Zúñiga,Otros delitos contra la familia_Otros delitos contra la familia,-0.2573046764946424
880,Tlajomulco de Zúñiga,Otros delitos contra la familia,-0.2573046764946424
881,Acatlán de Juárez,Robo,-0.25783807229337985
882,San Pedro Tlaquepaque,Robo_Robo de ganado,-0.2578463085679341
883,Tonalá,Robo_Robo a transeúnte en vía pública,-0.25795746808820075
884,Tonalá,Extorsión_Extorsión,-0.2592592592592593
885,Tonalá,Extorsión_Extorsión_Extorsión,-0.2592592592592593
886,Acatlán de Juárez,Otros delitos del Fuero Común,-0.2593574455126969
887,El Salto,Narcomenudeo_Narcomenudeo,-0.26394457113874525
888,El Salto,Narcomenudeo,-0.26394457113874525
889,Zapopan,Feminicidio,-0.2640104050104001
890,Zapopan,Feminicidio_Feminicidio,-0.2640104050104001
891,Tonalá,Extorsión,-0.26541763712935507
892,San Pedro Tlaquepaque,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-0.2666666666666667
893,Zapotlanejo,Robo,-0.2701028745410805
894,Ixtlahuacán de los Membrillos,Lesiones,-0.2716145943192496
895,Zapopan,Robo_Robo a transeúnte en vía pública,-0.27433828171090535
896,San Pedro Tlaquepaque,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-0.2746296016809521
897,San Pedro Tlaquepaque,Delitos cometidos por servidores públicos,-0.2746296016809521
898,Guadalajara,Robo_Robo a casa habitación_Con violencia,-0.275
899,Guadalajara,Robo_Robo a transeúnte en vía pública_Sin violencia,-0.2752
900,Guadalajara,Abuso de confianza_Abuso de confianza_Abuso de confianza,-0.2780847145488029
901,Guadalajara,Abuso de confianza_Abuso de confianza,-0.2780847145488029
902,Guadalajara,Abuso de confianza,-0.2781470221715493
903,Zapopan,Corrupción de menores_Corrupción de menores_Corrupción de menores,-0.28
904,Tonalá,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Con violencia,-0.28044280442804426
905,San Pedro Tlaquepaque,Robo_Robo a negocio,-0.28063126627394197
906,Tlajomulco de Zúñiga,Homicidio_Homicidio doloso_No especificado,-0.28358208955223885
907,Guadalajara,Robo_Robo a negocio_Con violencia,-0.283647523016221
908,Zapopan,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Sin violencia,-0.2857142857142857
909,Tlajomulco de Zúñiga,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Con violencia,-0.2857142857142857
910,Guadalajara,Feminicidio,-0.2857504418727559
911,Guadalajara,Feminicidio_Feminicidio,-0.2857504418727559
912,Ixtlahuacán de los Membrillos,Robo_Robo a casa habitación,-0.29136742049090303
913,Tonalá,Robo_Robo a transportista_Con violencia,-0.29268292682926833
914,Zapopan,Corrupción de menores_Corrupción de menores,-0.2930552271894872
915,Zapopan,Corrupción de menores,-0.2930552271894872
916,El Salto,Falsificación_Falsificación_Falsificación,-0.2941176470588235
917,San Pedro Tlaquepaque,Despojo_Despojo_Despojo,-0.2967741935483871
918,Tonalá,Acoso sexual_Acoso sexual_Acoso sexual,-0.30000000000000004
919,El Salto,Robo_Robo a negocio_Con violencia,-0.30188679245283023
920,Guadalajara,Acoso sexual_Acoso sexual_Acoso sexual,-0.30434782608695654
921,Guadalajara,Acoso sexual,-0.30449047977797306
922,Guadalajara,Acoso sexual_Acoso sexual,-0.30449047977797306
923,Tonalá,Acoso sexual,-0.3056499334048569
924,Tonalá,Acoso sexual_Acoso sexual,-0.3056499334048569
925,San Pedro Tlaquepaque,Despojo,-0.3058471420151727
926,San Pedro Tlaquepaque,Despojo_Despojo,-0.3058471420151727
927,Juanacatlán,Despojo_Despojo,-0.3069886090370959
928,Juanacatlán,Despojo,-0.3069886090370959
929,Guadalajara,Robo_Robo a negocio,-0.30713012492400193
930,Zapotlanejo,Robo_Otros robos_Con violencia,-0.3076923076923077
931,Zapotlanejo,Delitos cometidos por servidores públicos,-0.3104673958362649
932,Zapotlanejo,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-0.3104673958362649
933,Zapotlanejo,Allanamiento de morada,-0.31196397600170367
934,Zapotlanejo,Allanamiento de morada_Allanamiento de morada,-0.31196397600170367
935,El Salto,Robo_Robo a negocio,-0.31426771056819325
936,Tonalá,Robo_Robo a transportista,-0.3159450651960809
937,Juanacatlán,Robo_Robo de vehículo automotor,-0.3279682654023206
938,El Salto,Falsificación_Falsificación,-0.330182491518738
939,El Salto,Falsificación,-0.330182491518738
940,Juanacatlán,Robo_Robo a negocio,-0.3310430679275994
941,Zapopan,Feminicidio_Feminicidio_Con arma blanca,-0.33333333333333337
942,Zapopan,Robo_Robo de autopartes_Con violencia,-0.33333333333333337
943,Zapotlanejo,Allanamiento de morada_Allanamiento de morada_Allanamiento de morada,-0.33333333333333337
944,Zapotlanejo,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-0.33333333333333337
945,Zapotlanejo,Robo_Robo a negocio_Sin violencia,-0.33333333333333337
946,Tlajomulco de Zúñiga,Lesiones_Lesiones culposas_Con arma de fuego,-0.33333333333333337
947,El Salto,Corrupción de menores_Corrupción de menores_Corrupción de menores,-0.33333333333333337
948,Juanacatlán,Lesiones_Lesiones dolosas_Con arma blanca,-0.33333333333333337
949,Ixtlahuacán de los Membrillos,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-0.33333333333333337
950,Guadalajara,Robo_Robo a institución bancaria_Sin violencia,-0.33333333333333337
951,Acatlán de Juárez,Fraude_Fraude,-0.33333333333333337
952,Acatlán de Juárez,Homicidio_Homicidio doloso_Con otro elemento,-0.33333333333333337
953,San Pedro Tlaquepaque,Feminicidio_Feminicidio_Con arma blanca,-0.33333333333333337
954,Acatlán de Juárez,Fraude_Fraude_Fraude,-0.33333333333333337
955,Tlajomulco de Zúñiga,Robo_Robo de vehículo automotor_Robo de motocicleta Sin violencia,-0.3347107438016529
956,Tlajomulco de Zúñiga,Robo_Robo de vehículo automotor,-0.3357655656396801
957,Tlajomulco de Zúñiga,Despojo_Despojo_Despojo,-0.3388888888888889
958,Zapopan,Robo_Robo a negocio_Sin violencia,-0.33971902937420184
959,Ixtlahuacán de los Membrillos,Robo_Robo de maquinaria,-0.3413231993967212
960,Acatlán de Juárez,Fraude,-0.34219209352123103
961,Guadalajara,Hostigamiento sexual_Hostigamiento sexual_Hostigamiento sexual,-0.34615384615384615
962,Guadalajara,Hostigamiento sexual,-0.3462399534600875
963,Guadalajara,Hostigamiento sexual_Hostigamiento sexual,-0.3462399534600875
964,Guadalajara,Robo_Robo a negocio_Sin violencia,-0.34782608695652173
965,Guadalajara,Robo_Robo a casa habitación,-0.35109942084829493
966,Ixtlahuacán de los Membrillos,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-0.35133808027889135
967,Ixtlahuacán de los Membrillos,Delitos cometidos por servidores públicos,-0.35133808027889135
968,Tlajomulco de Zúñiga,Despojo,-0.3566711662175224
969,Tlajomulco de Zúñiga,Despojo_Despojo,-0.3566711662175224
970,Guadalajara,Robo_Robo a institución bancaria,-0.35714089964985873
971,Zapotlanejo,Robo_Robo a transeúnte en vía pública_Sin violencia,-0.3571428571428571
972,Tonalá,Robo_Robo a negocio_Con violencia,-0.3607924921793535
973,Guadalajara,Robo_Robo a institución bancaria_Con violencia,-0.36363636363636365
974,Guadalajara,Robo_Robo a casa habitación_Sin violencia,-0.36624999999999996
975,Tlajomulco de Zúñiga,Feminicidio,-0.3696769407581495
976,Tlajomulco de Zúñiga,Feminicidio_Feminicidio,-0.3696769407581495
977,El Salto,Corrupción de menores,-0.3708247865701959
978,El Salto,Corrupción de menores_Corrupción de menores,-0.3708247865701959
979,Zapopan,Robo_Robo a negocio,-0.37145597223854443
980,Zapotlanejo,Robo_Robo a transeúnte en vía pública,-0.371503256290436
981,Zapopan,Robo_Robo a negocio_Con violencia,-0.37176274018379285
982,Ixtlahuacán de los Membrillos,Robo_Otros robos_Con violencia,-0.375
983,Tonalá,Robo_Robo a negocio,-0.37551646965310514
984,Zapotlanejo,Robo_Robo de vehículo automotor,-0.3826754178003189
985,Ixtlahuacán de los Membrillos,Lesiones_Lesiones culposas_En accidente de tránsito,-0.3846153846153846
986,Acatlán de Juárez,Robo_Robo a negocio_Con violencia,-0.3846153846153846
987,Tlajomulco de Zúñiga,Abuso de confianza_Abuso de confianza,-0.3880597014925373
988,Tlajomulco de Zúñiga,Abuso de confianza_Abuso de confianza_Abuso de confianza,-0.3880597014925373
989,San Pedro Tlaquepaque,Homicidio_Homicidio doloso_No especificado,-0.3939393939393939
990,Zapopan,Robo_Robo a transportista,-0.3986318467838992
991,Acatlán de Juárez,Abuso sexual_Abuso sexual_Abuso sexual,-0.4
992,Tonalá,Robo_Robo en transporte público colectivo_Con violencia,-0.4
993,Ixtlahuacán de los Membrillos,Extorsión_Extorsión_Extorsión,-0.4
994,Guadalajara,Homicidio_Homicidio doloso_No especificado,-0.4
995,Guadalajara,Robo_Robo a transportista_Sin violencia,-0.4
996,Ixtlahuacán de los Membrillos,Extorsión_Extorsión,-0.4
997,Zapopan,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Con violencia,-0.4
998,Tlajomulco de Zúñiga,Abuso de confianza,-0.40705757566601863
999,Acatlán de Juárez,Abuso sexual,-0.40866290790908133
1000,Acatlán de Juárez,Abuso sexual_Abuso sexual,-0.40866290790908133
1001,Zapopan,Homicidio_Homicidio doloso_No especificado,-0.40909090909090906
1002,Zapotlanejo,Robo_Robo a negocio,-0.4094374687095609
1003,Acatlán de Juárez,Violencia familiar_Violencia familiar_Violencia familiar,-0.4107142857142857
1004,Zapotlanejo,Robo_Robo a transeúnte en vía pública_Con violencia,-0.4117647058823529
1005,Ixtlahuacán de los Membrillos,Extorsión,-0.413159569845992
1006,Ixtlahuacán de los Membrillos,Amenazas_Amenazas_Amenazas,-0.41463414634146345
1007,Acatlán de Juárez,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Con violencia,-0.41666666666666663
1008,Acatlán de Juárez,Violencia familiar_Violencia familiar,-0.4177865709774119
1009,Acatlán de Juárez,Violencia familiar,-0.4177865709774119
1010,Tonalá,Robo_Robo a negocio_Sin violencia,-0.42441860465116277
1011,Zapotlanejo,Robo_Robo a casa habitación,-0.42621416160151293
1012,Tlajomulco de Zúñiga,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Con violencia,-0.42715231788079466
1013,Ixtlahuacán de los Membrillos,Amenazas_Amenazas,-0.4290230051144124
1014,Ixtlahuacán de los Membrillos,Amenazas,-0.4290230051144124
1015,Zapopan,Robo_Robo a casa habitación_Sin violencia,-0.42929936305732486
1016,Zapopan,Robo_Robo a casa habitación_Con violencia,-0.4392523364485982
1017,Ixtlahuacán de los Membrillos,Lesiones_Lesiones culposas,-0.4398417603754383
1018,Ixtlahuacán de los Membrillos,Robo_Robo a negocio,-0.44005067750116067
1019,Zapopan,Robo_Robo a casa habitación,-0.44186595436276266
1020,Acatlán de Juárez,Homicidio_Homicidio doloso,-0.4522830009638237
1021,San Pedro Tlaquepaque,Robo_Robo a casa habitación_Sin violencia,-0.4713375796178344
1022,San Pedro Tlaquepaque,Robo_Robo a negocio_Sin violencia,-0.47214076246334313
1023,San Pedro Tlaquepaque,Robo_Robo a transeúnte en vía pública_Sin violencia,-0.47482014388489213
1024,Zapotlanejo,Robo_Robo a casa habitación_Sin violencia,-0.47619047619047616
1025,Acatlán de Juárez,Robo_Robo a negocio,-0.48329313703004895
1026,San Pedro Tlaquepaque,Robo_Robo a casa habitación,-0.4900345181454564
1027,Guadalajara,Robo_Robo de ganado,-0.49998801837425944
1028,Juanacatlán,Abuso de confianza_Abuso de confianza_Abuso de confianza,-0.5
1029,San Pedro Tlaquepaque,Robo_Robo de ganado_Sin violencia,-0.5
1030,Zapopan,Robo_Robo de ganado_Sin violencia,-0.5
1031,Zapopan,Robo_Robo a institución bancaria_Con violencia,-0.5
1032,Acatlán de Juárez,Robo_Robo de autopartes_Sin violencia,-0.5
1033,Zapopan,Robo_Robo a transportista_Con violencia,-0.5
1034,Juanacatlán,Abuso de confianza_Abuso de confianza,-0.5
1035,Tlajomulco de Zúñiga,Homicidio_Homicidio culposo_Con otro elemento,-0.5
1036,Tlajomulco de Zúñiga,Feminicidio_Feminicidio_Con arma blanca,-0.5
1037,Guadalajara,Robo_Robo de ganado_Sin violencia,-0.5
1038,Acatlán de Juárez,Robo_Robo de ganado_Sin violencia,-0.5
1039,Zapopan,Hostigamiento sexual_Hostigamiento sexual_Hostigamiento sexual,-0.5
1040,Tonalá,Robo_Robo a transportista_Sin violencia,-0.5
1041,Acatlán de Juárez,Robo_Robo de ganado,-0.5081258686141341
1042,Acatlán de Juárez,Robo_Robo de autopartes,-0.5092956826298706
1043,Zapopan,Hostigamiento sexual_Hostigamiento sexual,-0.5094058697197077
1044,Zapopan,Hostigamiento sexual,-0.5094058697197077
1045,Tonalá,Robo_Robo a casa habitación_Sin violencia,-0.5126353790613718
1046,Juanacatlán,Abuso de confianza,-0.5148265372531187
1047,Zapotlanejo,Abuso de confianza,-0.5166417424605485
1048,El Salto,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,-0.5172413793103448
1049,Zapopan,Robo_Robo de ganado,-0.5175924097293512
1050,Tonalá,Robo_Robo a casa habitación,-0.5193715061625943
1051,Zapotlanejo,Robo_Robo a negocio_Con violencia,-0.5263157894736843
1052,Zapotlanejo,Abuso de confianza_Abuso de confianza,-0.5294117647058824
1053,Zapotlanejo,Abuso de confianza_Abuso de confianza_Abuso de confianza,-0.5294117647058824
1054,Tonalá,Robo_Robo a casa habitación_Con violencia,-0.5294117647058824
1055,Tonalá,Robo_Robo a transeúnte en vía pública_Sin violencia,-0.544973544973545
1056,El Salto,Otros delitos que atentan contra la libertad personal,-0.5466471201580456
1057,El Salto,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,-0.5466471201580456
1058,San Pedro Tlaquepaque,Robo_Robo a casa habitación_Con violencia,-0.5517241379310345
1059,Juanacatlán,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Sin violencia,-0.5555555555555556
1060,Zapopan,Robo_Robo a transeúnte en vía pública_Sin violencia,-0.5649484536082474
1061,Juanacatlán,Homicidio_Homicidio culposo,-0.5678407233432134
1062,Guadalajara,Trata de personas_Trata de personas_Trata de personas,-0.5714285714285714
1063,Guadalajara,Trata de personas,-0.5714909239669765
1064,Guadalajara,Trata de personas_Trata de personas,-0.5714909239669765
1065,Acatlán de Juárez,Robo_Robo a casa habitación,-0.5929726604665698
1066,Zapopan,Feminicidio_Feminicidio_Con arma de fuego,-0.6
1067,Tonalá,Homicidio_Homicidio doloso_No especificado,-0.6153846153846154
1068,Ixtlahuacán de los Membrillos,Robo_Robo a negocio_Sin violencia,-0.6153846153846154
1069,Acatlán de Juárez,Robo_Robo a negocio_Sin violencia,-0.625
1070,Acatlán de Juárez,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,-0.625
1071,Acatlán de Juárez,Robo_Robo a casa habitación_Sin violencia,-0.625
1072,Acatlán de Juárez,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,-0.6297967078983517
1073,Acatlán de Juárez,Otros delitos que atentan contra la libertad personal,-0.6297967078983517
1074,Acatlán de Juárez,Falsificación_Falsificación_Falsificación,-0.65
1075,Acatlán de Juárez,Falsificación,-0.6543801985211574
1076,Acatlán de Juárez,Falsificación_Falsificación,-0.6543801985211574
1077,Acatlán de Juárez,Robo_Otros robos_Con violencia,-0.6666666666666667
1078,Acatlán de Juárez,Narcomenudeo_Narcomenudeo_Narcomenudeo,-0.6666666666666667
1079,Juanacatlán,Homicidio_Homicidio doloso_No especificado,-0.6666666666666667
1080,El Salto,Robo_Robo en transporte público colectivo_Con violencia,-0.6666666666666667
1081,San Pedro Tlaquepaque,Homicidio_Homicidio culposo_Con otro elemento,-0.6666666666666667
1082,Tonalá,Feminicidio_Feminicidio_Con arma de fuego,-0.6666666666666667
1083,Acatlán de Juárez,Narcomenudeo_Narcomenudeo,-0.6725737815854629
1084,Acatlán de Juárez,Narcomenudeo,-0.6725737815854629
1085,El Salto,Feminicidio_Feminicidio,-0.6764296832751708
1086,El Salto,Feminicidio,-0.6764296832751708
1087,Zapotlanejo,Robo_Robo de vehículo automotor_Robo de motocicleta Sin violencia,-0.6857142857142857
1088,El Salto,Robo_Robo de maquinaria,-0.6896482097412462
1089,Zapopan,Lesiones_Lesiones culposas_Con arma de fuego,-0.75
1090,El Salto,Violación simple_Violación simple_Violación simple,-0.75
1091,El Salto,Violación simple,-0.7611572858345964
1092,El Salto,Violación simple_Violación simple,-0.7611572858345964
1093,Tlajomulco de Zúñiga,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Sin violencia,-0.7777777777777778
1094,Tonalá,Robo_Robo en transporte público individual_Sin violencia,-0.8
1095,Zapopan,Trata de personas_Trata de personas_Trata de personas,-0.8
1096,Tlajomulco de Zúñiga,Hostigamiento sexual_Hostigamiento sexual_Hostigamiento sexual,-0.8
1097,Zapopan,Trata de personas,-0.8025781972705557
1098,Zapopan,Trata de personas_Trata de personas,-0.8025781972705557
1099,Tlajomulco de Zúñiga,Hostigamiento sexual_Hostigamiento sexual,-0.8066061496900823
1100,Tlajomulco de Zúñiga,Hostigamiento sexual,-0.8066061496900823
1101,Zapotlanejo,Robo_Robo de vehículo automotor_Robo de coche de 4 ruedas Sin violencia,-0.8148148148148149
1102,Ixtlahuacán de los Membrillos,Narcomenudeo_Narcomenudeo_Narcomenudeo,-0.8461538461538461
1103,Ixtlahuacán de los Membrillos,Narcomenudeo_Narcomenudeo,-0.8501303090476673
1104,Ixtlahuacán de los Membrillos,Narcomenudeo,-0.8501303090476673
1105,Tlajomulco de Zúñiga,Robo_Robo de ganado,-0.8506328031638857
1106,Zapotlanejo,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,-0.8733803170971621
1107,Zapotlanejo,Otros delitos que atentan contra la libertad personal,-0.8733803170971621
1108,Zapotlanejo,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,-0.875
1109,Tlajomulco de Zúñiga,Robo_Robo de ganado_Sin violencia,-0.9230769230769231
1110,Juanacatlán,Otros delitos contra la familia_Otros delitos contra la familia,-1.0
1111,Ixtlahuacán de los Membrillos,Secuestro,-1.0
1112,Acatlán de Juárez,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Con violencia,-1.0
1113,El Salto,Falsedad,-1.0
1114,Acatlán de Juárez,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Sin violencia,-1.0
1115,Acatlán de Juárez,Robo_Robo de maquinaria_Robo de tractores Con violencia,-1.0
1116,Zapotlanejo,Feminicidio_Feminicidio_Con arma blanca,-1.0
1117,Ixtlahuacán de los Membrillos,Corrupción de menores,-1.0
1118,Juanacatlán,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,-1.0
1119,Guadalajara,Electorales,-1.0
1120,El Salto,Robo_Robo de ganado,-1.0
1121,Zapotlanejo,Secuestro_Secuestro_Secuestro extorsivo,-1.0
1122,Tlajomulco de Zúñiga,Robo_Robo de autopartes_Con violencia,-1.0
1123,Zapotlanejo,Lesiones_Lesiones dolosas_No especificado,-1.0
1124,Juanacatlán,Robo_Robo a transportista,-1.0
1125,Tlajomulco de Zúñiga,Feminicidio_Feminicidio_No especificado,-1.0
1126,Tlajomulco de Zúñiga,Lesiones_Lesiones culposas_No especificado,-1.0
1127,San Pedro Tlaquepaque,Robo_Robo a institución bancaria_Sin violencia,-1.0
1128,Zapopan,Lesiones_Lesiones culposas_No especificado,-1.0
1129,Tlajomulco de Zúñiga,Lesiones_Lesiones dolosas_No especificado,-1.0
1130,Zapopan,Lesiones_Lesiones dolosas_No especificado,-1.0
1131,Juanacatlán,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-1.0
1132,Tlajomulco de Zúñiga,Homicidio_Homicidio culposo_Con arma de fuego,-1.0
1133,Tonalá,Aborto_Aborto,-1.0
1134,Juanacatlán,Robo_Robo de maquinaria,-1.0
1135,Guadalajara,Electorales_Electorales,-1.0
1136,Juanacatlán,Otros delitos contra la familia,-1.0
1137,Acatlán de Juárez,Otros delitos contra la familia,-1.0
1138,Zapotlanejo,Electorales,-1.0
1139,Tonalá,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Sin violencia,-1.0
1140,Zapotlanejo,Contra el medio ambiente,-1.0
1141,Acatlán de Juárez,Delitos cometidos por servidores públicos,-1.0
1142,Zapotlanejo,Feminicidio,-1.0
1143,Ixtlahuacán de los Membrillos,Secuestro_Secuestro,-1.0
1144,Tonalá,Aborto_Aborto_Aborto,-1.0
1145,Tonalá,Feminicidio_Feminicidio_Con otro elemento,-1.0
1146,Zapotlanejo,Secuestro,-1.0
1147,Acatlán de Juárez,Homicidio_Homicidio doloso_No especificado,-1.0
1148,Tonalá,Lesiones_Lesiones culposas_Con arma de fuego,-1.0
1149,Tonalá,Secuestro_Secuestro_Secuestro extorsivo,-1.0
1150,San Pedro Tlaquepaque,Lesiones_Lesiones culposas_Con arma de fuego,-1.0
1151,Ixtlahuacán de los Membrillos,Corrupción de menores_Corrupción de menores,-1.0
1152,San Pedro Tlaquepaque,Lesiones_Lesiones culposas_No especificado,-1.0
1153,Juanacatlán,Extorsión,-1.0
1154,Juanacatlán,Otros delitos que atentan contra la libertad personal,-1.0
1155,El Salto,Falsedad_Falsedad,-1.0
1156,San Pedro Tlaquepaque,Feminicidio_Feminicidio_No especificado,-1.0
1157,Tlajomulco de Zúñiga,Robo_Robo de maquinaria_Robo de tractores Sin violencia,-1.0
1158,Acatlán de Juárez,Otros delitos contra la familia_Otros delitos contra la familia_Otros delitos contra la familia,-1.0
1159,El Salto,Trata de personas_Trata de personas,-1.0
1160,Juanacatlán,Delitos cometidos por servidores públicos,-1.0
