,municipio,delito,trend
1161,Tlajomulco de Zúñiga,Robo_Robo a institución bancaria_Con violencia,-1.0
1162,Acatlán de Juárez,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-1.0
1163,San Pedro Tlaquepaque,Trata de personas_Trata de personas_Trata de personas,-1.0
1164,Acatlán de Juárez,Homicidio_Homicidio doloso_Con arma blanca,-1.0
1165,San Pedro Tlaquepaque,Otros delitos contra la sociedad_Otros delitos contra la sociedad_Otros delitos contra la sociedad,-1.0
1166,Zapopan,Otros delitos contra la sociedad_Otros delitos contra la sociedad,-1.0
1167,El Salto,Trata de personas,-1.0
1168,Juanacatlán,Extorsión_Extorsión,-1.0
1169,Zapopan,Feminicidio_Feminicidio_No especificado,-1.0
1170,Guadalajara,Lesiones_Lesiones dolosas_No especificado,-1.0
1171,Juanacatlán,Robo_Robo a transportista_Con violencia,-1.0
1172,Guadalajara,Lesiones_Lesiones culposas_Con arma de fuego,-1.0
1173,Juanacatlán,Extorsión_Extorsión_Extorsión,-1.0
1174,Zapopan,Electorales,-1.0
1175,Acatlán de Juárez,Robo_Robo de maquinaria,-1.0
1176,Guadalajara,Lesiones_Lesiones culposas_No especificado,-1.0
1177,Juanacatlán,Otros delitos contra la familia_Otros delitos contra la familia_Otros delitos contra la familia,-1.0
1178,Guadalajara,Feminicidio_Feminicidio_Con arma de fuego,-1.0
1179,Tonalá,Secuestro_Secuestro,-1.0
1180,Guadalajara,Feminicidio_Feminicidio_No especificado,-1.0
1181,Ixtlahuacán de los Membrillos,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Sin violencia,-1.0
1182,Juanacatlán,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-1.0
1183,Ixtlahuacán de los Membrillos,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Con violencia,-1.0
1184,Juanacatlán,Homicidio_Homicidio doloso_Con arma blanca,-1.0
1185,Ixtlahuacán de los Membrillos,Homicidio_Homicidio doloso_Con arma blanca,-1.0
1186,Juanacatlán,Robo_Robo a transeúnte en vía pública_Sin violencia,-1.0
1187,Acatlán de Juárez,Otros delitos contra la familia_Otros delitos contra la familia,-1.0
1188,Juanacatlán,Robo_Robo a negocio_Sin violencia,-1.0
1189,Juanacatlán,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Sin violencia,-1.0
1190,Ixtlahuacán de los Membrillos,Corrupción de menores_Corrupción de menores_Corrupción de menores,-1.0
1191,Guadalajara,Electorales_Electorales_Electorales,-1.0
1192,Ixtlahuacán de los Membrillos,Lesiones_Lesiones culposas_No especificado,-1.0
1193,Acatlán de Juárez,Delitos cometidos por servidores públicos_Delitos cometidos por servidores públicos,-1.0
1194,Ixtlahuacán de los Membrillos,Lesiones_Lesiones culposas_Con otro elemento,-1.0
1195,Ixtlahuacán de los Membrillos,Secuestro_Secuestro_Secuestro extorsivo,-1.0
1196,Ixtlahuacán de los Membrillos,Robo_Robo de vehículo automotor_Robo de motocicleta Con violencia,-1.0
1197,San Pedro Tlaquepaque,Trata de personas,-1.0
1198,San Pedro Tlaquepaque,Otros delitos contra la sociedad,-1.0
1199,El Salto,Homicidio_Homicidio culposo_Con arma de fuego,-1.0
1200,Juanacatlán,Homicidio_Homicidio culposo_No especificado,-1.0
1201,Tlajomulco de Zúñiga,Robo_Robo a institución bancaria,-1.0
1202,Zapopan,Electorales_Electorales_Electorales,-1.0
1203,Zapotlanejo,Secuestro_Secuestro,-1.0
1204,Ixtlahuacán de los Membrillos,Robo_Robo a casa habitación_Con violencia,-1.0
1205,Zapotlanejo,Feminicidio_Feminicidio,-1.0
1206,El Salto,Robo_Robo de maquinaria_Robo de herramienta industrial o agrícola Con violencia,-1.0
1207,El Salto,Robo_Robo de ganado_Sin violencia,-1.0
1208,Zapopan,Evasión de presos_Evasión de presos,-1.0
1209,El Salto,Robo_Robo en transporte individual_Sin violencia,-1.0
1210,Zapotlanejo,Contra el medio ambiente_Contra el medio ambiente_Contra el medio ambiente,-1.0
1211,Zapotlanejo,Electorales_Electorales_Electorales,-1.0
1212,Zapotlanejo,Homicidio_Homicidio doloso_Con arma blanca,-1.0
1213,Zapopan,Otros delitos contra la sociedad_Otros delitos contra la sociedad_Otros delitos contra la sociedad,-1.0
1214,Zapopan,Evasión de presos_Evasión de presos_Evasión de presos,-1.0
1215,Zapopan,Electorales_Electorales,-1.0
1216,El Salto,Falsedad_Falsedad_Falsedad,-1.0
1217,San Pedro Tlaquepaque,Otros delitos contra la sociedad_Otros delitos contra la sociedad,-1.0
1218,El Salto,Trata de personas_Trata de personas_Trata de personas,-1.0
1219,Tonalá,Aborto,-1.0
1220,El Salto,Robo_Robo a transportista_Sin violencia,-1.0
1221,Juanacatlán,Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal_Otros delitos que atentan contra la libertad personal,-1.0
1222,El Salto,Feminicidio_Feminicidio_Con otro elemento,-1.0
1223,Zapotlanejo,Contra el medio ambiente_Contra el medio ambiente,-1.0
1224,El Salto,Feminicidio_Feminicidio_Con arma blanca,-1.0
1225,Zapotlanejo,Electorales_Electorales,-1.0
1226,Zapopan,Otros delitos contra la sociedad,-1.0
1227,El Salto,Lesiones_Lesiones dolosas_No especificado,-1.0
1228,San Pedro Tlaquepaque,Trata de personas_Trata de personas,-1.0
1229,Juanacatlán,Robo_Robo de vehículo automotor_Robo de motocicleta Con violencia,-1.0
1230,Zapopan,Evasión de presos,-1.0
1231,Tonalá,Secuestro,-1.0
